기준월,토픽ID,토픽명,제목,날짜,URL
2024-12,토픽1,은행·금융권 소상공인 지원,"부산시, 소상공인 저출생 위기극복 ‘육아응원패키지 지원사업’ 본격 시행",2024-12-16,https://view.asiae.co.kr/article/2024121609010732733
2024-12,토픽1,은행·금융권 소상공인 지원,"KB국민은행, 신용보증재단중앙회 30억 특별출연 지원",2024-12-02,https://view.asiae.co.kr/article/2024120213393814470
2024-12,토픽1,은행·금융권 소상공인 지원,카드수수료 0.5%→0.4% 인하 6년마다 적격비용 재산정,2024-12-17,https://view.asiae.co.kr/article/2024121711131233479
2024-12,토픽1,은행·금융권 소상공인 지원,"""2금융 이용한 소상공인, 이자환급 신청하세요""",2024-12-23,https://view.asiae.co.kr/article/2024122312412008193
2024-12,토픽1,은행·금융권 소상공인 지원,"동작구, 중소기업 소상공인 ‘무이자’ 융자 지원",2024-12-23,https://view.asiae.co.kr/article/2024122308421207847
2024-12,토픽2,코로나 방역·지자체 행정,"이강덕 포항시장, “지역 경제 민생 안정 위해 시정 역량 집중할 것”",2024-12-09,https://view.asiae.co.kr/article/2024120911161752745
2024-12,토픽2,코로나 방역·지자체 행정,"구리시, 민선8기 공약사업 추진보고회 개최",2024-12-24,https://view.asiae.co.kr/article/2024122414385896874
2024-12,토픽2,코로나 방역·지자체 행정,"김동근 시장 ""약자 보호 민생활력 최우선 미래 성장기반 마련""",2024-12-30,https://view.asiae.co.kr/article/2024123017333647168
2024-12,토픽2,코로나 방역·지자체 행정,"이강덕 포항시장, “활력 넘치는 미래, 시민이 행복한 지속가능한 도시 만들 것”",2024-12-02,https://view.asiae.co.kr/article/2024120214055557453
2024-12,토픽2,코로나 방역·지자체 행정,"백영현 시장 “경기북부 중심도시로 우뚝서게 하겠다""",2024-12-28,https://view.asiae.co.kr/article/2024122814205649392
2024-12,토픽3,최저임금·노사 협상,"“송년회 합시다”...최호정 의장, 직원들과 소상공인 힘 보탬 나섰다",2024-12-20,https://view.asiae.co.kr/article/2024122010435666642
2024-12,토픽3,최저임금·노사 협상,붕어빵 팔고 시장에서 장사하는 MZ 취업난에 선입견 버린 2030,2024-12-31,https://view.asiae.co.kr/article/2024122715565857221
2024-12,토픽3,최저임금·노사 협상,서울시 구청장들 비상 시국 경제 현안 해소 '앞장',2024-12-12,https://view.asiae.co.kr/article/2024121222265986322
2024-12,토픽3,최저임금·노사 협상,김동연 '눈과의 전쟁은 계속' 2일 평택 안성 긴급 현장방문,2024-12-02,https://view.asiae.co.kr/article/2024120209272748219
2024-12,토픽3,최저임금·노사 협상,"오영주 장관, 올해 마지막 '소상공인 우문현답 정책협의회' 개최",2024-12-27,https://view.asiae.co.kr/article/2024122615331467431
2024-12,토픽4,지역화폐·소비쿠폰,"포항시, 포항사랑상품권 설 명절 600억원 10% 특별할인 판매",2024-12-25,https://view.asiae.co.kr/article/2024122511401900433
2024-12,토픽4,지역화폐·소비쿠폰,"오승록 노원구청장, 노원 제1호 골목형상점가 지정서 전달",2024-12-10,https://view.asiae.co.kr/article/2024121023124480566
2024-12,토픽4,지역화폐·소비쿠폰,"여주시, ‘설 명절’ 여주사랑카드 특별 인센티브 6%→10%로 지원",2024-12-24,https://view.asiae.co.kr/article/2024122415034820772
2024-12,토픽4,지역화폐·소비쿠폰,노원구 ‘공릉철길 골목형상점가’ 첫 지정,2024-12-05,https://view.asiae.co.kr/article/2024120516362347286
2024-12,토픽4,지역화폐·소비쿠폰,"의정부시, 3개 상권서 ‘연말 경기 살리기 통큰 세일’ 진행",2024-12-06,https://view.asiae.co.kr/article/2024120609113668247
2024-12,토픽5,물가·민생 거시대책,인제군 “대설 등 자연재해 보상 ‘풍수해보험’ 가입하길”,2024-12-23,https://view.asiae.co.kr/article/2024122315345254829
2024-12,토픽5,물가·민생 거시대책,"美 매파적 금리 인하에 이복현 ""단기적 시장변동성 확대 예상 안정조치 즉각 시행 대응태세""",2024-12-19,https://view.asiae.co.kr/article/2024121910395501230
2024-12,토픽5,물가·민생 거시대책,"중기부, 소상공인 고용보험료 지원사업 본격 시행",2024-12-29,https://view.asiae.co.kr/article/2024122818114130638
2024-12,토픽5,물가·민생 거시대책,"최상목 부총리 ""금융 외환시장 단기 변동성 확대될 것 과하면 추가 조치""",2024-12-19,https://view.asiae.co.kr/article/2024121908543505444
2024-12,토픽5,물가·민생 거시대책,장기불황 문턱 경고음 내년 성장률 1%대 전망 잇따라,2024-12-06,https://view.asiae.co.kr/article/2024120610142160691
2024-12,토픽6,온라인 플랫폼·디지털 지원,모바일 신분증 발급 400만 운전면허증 10명 중 3명,2024-12-18,https://view.asiae.co.kr/article/2024121811230819853
2024-12,토픽6,온라인 플랫폼·디지털 지원,"동반위-스타벅스, 소상공인 카페에 상생음료 무상 제공",2024-12-19,https://view.asiae.co.kr/article/2024121909313184249
2024-12,토픽6,온라인 플랫폼·디지털 지원,"경기도 배달특급, 연말까지 소비자 소상공인 상생 '통 큰 할인'",2024-12-03,https://view.asiae.co.kr/article/2024120307290166743
2024-12,토픽6,온라인 플랫폼·디지털 지원,"아성다이소, 강원 도계지역에 연탄 등유 행복박스 전달",2024-12-06,https://view.asiae.co.kr/article/2024120610220408830
2024-12,토픽6,온라인 플랫폼·디지털 지원,"동문회 '90인분 노쇼'로 300만원 피해 ""식당 착각했다"" 황당 해명",2024-12-03,https://view.asiae.co.kr/article/2024120309140001349
2024-12,토픽7,상생협력·중소기업 지원,"중기부, 로컬콘텐츠 중점대학 신규 모집",2024-12-26,https://view.asiae.co.kr/article/2024122522242493867
2024-12,토픽7,상생협력·중소기업 지원,"국민대, 2024 지역사회 동반성장 아이디어 경진대회 개최",2024-12-30,https://view.asiae.co.kr/article/2024123015215063265
2024-12,토픽7,상생협력·중소기업 지원,"대전일자리경제진흥원, 소공인 지원 공로 중기부장관 표창",2024-12-23,https://view.asiae.co.kr/article/2024122313360865599
2024-12,토픽7,상생협력·중소기업 지원,"소진공, 2024년 소공인 성과대회 개최",2024-12-23,https://view.asiae.co.kr/article/2024122308113918727
2024-12,토픽7,상생협력·중소기업 지원,"경남정보대 호텔제과제빵과 졸업생, 쿠킵 창업 성공 ‘대상’",2024-12-05,https://view.asiae.co.kr/article/2024120510515484926
2025-01,토픽0,정치권 재난·위기 재정대응,"광주시, 제주항공 참사 피해지원 특별법 추진",2025-01-09,https://view.asiae.co.kr/article/2025010916184866090
2025-01,토픽0,정치권 재난·위기 재정대응,"崔대행 ""추가 재정투입 국정협의회서 논의"" 민생 경제법안 처리 촉구",2025-01-31,https://view.asiae.co.kr/article/2025013116020930380
2025-01,토픽0,정치권 재난·위기 재정대응,"'위기의 대한민국號' 김동연 ""슈퍼 민생추경 경제 전권대사 임명 등 제안""",2025-01-13,https://view.asiae.co.kr/article/2025011309142211419
2025-01,토픽0,정치권 재난·위기 재정대응,"""전투식량 대신 사달라"" 당진서 군 간부 사칭 사기",2025-01-30,https://view.asiae.co.kr/article/2025013013350268081
2025-01,토픽0,정치권 재난·위기 재정대응,"[핫터뷰]'이재명 저격수' 윤희숙 ""심리적 안정→소비→내수 진작 사이클 살려내야""",2025-01-08,https://view.asiae.co.kr/article/2025010716531057719
2025-01,토픽1,은행·금융권 소상공인 지원,NH농협은행 올해 17조원 협약대출 설 금융 지원,2025-01-13,https://view.asiae.co.kr/article/2025011309222385150
2025-01,토픽1,은행·금융권 소상공인 지원,"대구시, 중소기업 경영안정자금 1조2000억 지원 대출이자 1 2.2% 보전",2025-01-14,https://view.asiae.co.kr/article/2025011409073291340
2025-01,토픽1,은행·금융권 소상공인 지원,"인천시, 중소기업 육성자금 1조5천억 지원 대상도 확대",2025-01-21,https://view.asiae.co.kr/article/2025012009594674964
2025-01,토픽1,은행·금융권 소상공인 지원,"국민은행, 은행권 최대 규모 3721억 민생금융 지원",2025-01-31,https://view.asiae.co.kr/article/2025013114362347030
2025-01,토픽1,은행·금융권 소상공인 지원,"충남신보 -카카오뱅크, 중소기업 소상공인 금융 지원 ‘맞손’",2025-01-08,https://view.asiae.co.kr/article/2025010815154550235
2025-01,토픽2,코로나 방역·지자체 행정,"구리시, 민선8기 공약사업 추진상황 보고회 개최",2025-01-23,https://view.asiae.co.kr/article/2025012312440909612
2025-01,토픽2,코로나 방역·지자체 행정,"정명근 화성시장 ""민생경제 회복 위해 재정 62% 상반기 집행""",2025-01-20,https://view.asiae.co.kr/article/2025012016581150243
2025-01,토픽2,코로나 방역·지자체 행정,스포츠 동계 훈련 메카로 자리잡은 영광군,2025-01-10,https://view.asiae.co.kr/article/2025011014153789268
2025-01,토픽2,코로나 방역·지자체 행정,"거창군, 상반기 신속집행 총력대응 보고회 개최",2025-01-21,https://view.asiae.co.kr/article/2025012109460924418
2025-01,토픽2,코로나 방역·지자체 행정,시정화두 '규제철폐' 내건 오세훈 100일간 집중신고제 돌입,2025-01-02,https://view.asiae.co.kr/article/2025010215361562226
2025-01,토픽3,최저임금·노사 협상,"2025년, 젊은 영등포의 대전환 시대 열다 영등포구, 신년인사회 개최",2025-01-07,https://view.asiae.co.kr/article/2025010707405524496
2025-01,토픽3,최저임금·노사 협상,"서울 중구, 지난해 해묵은 체납금 127억원 거둬",2025-01-23,https://view.asiae.co.kr/article/2025012308210735386
2025-01,토픽3,최저임금·노사 협상,"안성시 ""체납 관리, 복지서비스와 연계""",2025-01-23,https://view.asiae.co.kr/article/2025012314171639855
2025-01,토픽3,최저임금·노사 협상,[서울NOW]지자체 '민생 올인'을 응원한다,2025-01-13,https://view.asiae.co.kr/article/2025011307365224521
2025-01,토픽3,최저임금·노사 협상,"AI무당이시여, 올해 내 팔자를 알려줘 [AI오답노트]",2025-01-25,https://view.asiae.co.kr/article/2025012502181021016
2025-01,토픽4,지역화폐·소비쿠폰,관악구 전통시장 설맞이 이벤트 가득,2025-01-16,https://view.asiae.co.kr/article/2025011607232306362
2025-01,토픽4,지역화폐·소비쿠폰,대전시 소상공인 자영업자 난임부부 시술비 지원,2025-01-13,https://view.asiae.co.kr/article/2025011309275415667
2025-01,토픽4,지역화폐·소비쿠폰,"가평군, 설맞이 지역화폐 소비지원금 이벤트 실시",2025-01-20,https://view.asiae.co.kr/article/2025012011265040526
2025-01,토픽4,지역화폐·소비쿠폰,"평택시 ""소비를 살리자"" 지역화폐 20% 한시 혜택",2025-01-02,https://view.asiae.co.kr/article/2025010216584389450
2025-01,토픽4,지역화폐·소비쿠폰,"의정부시, 의정부사랑카드 할인율 한시적 10%로 상향",2025-01-13,https://view.asiae.co.kr/article/2025011313224272035
2025-01,토픽5,물가·민생 거시대책,"최 대행 ""경제 여건 1분기 재점검 필요시 추가 경기보강 강구""",2025-01-02,https://view.asiae.co.kr/article/2025010210530238840
2025-01,토픽5,물가·민생 거시대책,'쯔양 공갈 협박' 구제역 카라큘라 등 보석 석방,2025-01-23,https://view.asiae.co.kr/article/2025012320380150535
2025-01,토픽5,물가·민생 거시대책,"전문가들 ""저성장 고착화 걱정 돈 풀어서 경기 살려야""[금통위poll②]",2025-01-13,https://view.asiae.co.kr/article/2025011217274639890
2025-01,토픽5,물가·민생 거시대책,[초동시각]계엄청구서 받은 한국경제 어떻게 살리나,2025-01-13,https://view.asiae.co.kr/article/2025011221595284178
2025-01,토픽5,물가·민생 거시대책,[초동시각]창업을 꺼리는 나라 안 되려면,2025-01-31,https://view.asiae.co.kr/article/2025012416122763826
2025-01,토픽6,온라인 플랫폼·디지털 지원,외국인 호주머니 여는 부산 효자? ‘비짓부산패스’ 31만장 팔았다,2025-01-21,https://view.asiae.co.kr/article/2025012110503424505
2025-01,토픽6,온라인 플랫폼·디지털 지원,설 차례용품 전통시장이 대형마트보다 20.3% 저렴,2025-01-20,https://view.asiae.co.kr/article/2025012007530642482
2025-01,토픽6,온라인 플랫폼·디지털 지원,"플루닛, 워크센터와 손비서로 '전화 AI 에이전트' 시장 선점 속도",2025-01-22,https://view.asiae.co.kr/article/2025012216242121641
2025-01,토픽6,온라인 플랫폼·디지털 지원,"동원홈푸드 금천미트, 매출액 10년새 5배 성장했다",2025-01-21,https://view.asiae.co.kr/article/2025012108234593152
2025-01,토픽6,온라인 플랫폼·디지털 지원,"돈 먼저 씁시다 부산시, ‘착한결제 캠페인’ 나서",2025-01-07,https://view.asiae.co.kr/article/2025010708260873972
2025-01,토픽7,상생협력·중소기업 지원,"에이비엠랩, 데이터바우처 지원사업 공급기업 선정 ""AI 데이터 수요기업 모집""",2025-01-06,https://view.asiae.co.kr/article/2025010616190062328
2025-01,토픽7,상생협력·중소기업 지원,"'최대 7000만원 지원' 중기부, 지역가치 창업가 모집",2025-01-26,https://view.asiae.co.kr/article/2025012612064917079
2025-01,토픽7,상생협력·중소기업 지원,"동덕여대 사회봉사센터, 어린이부터 MZ 소상공인까지 돕는다 ""지역사회와 상생""",2025-01-11,https://view.asiae.co.kr/article/2025011015220469605
2025-01,토픽7,상생협력·중소기업 지원,소진공 ‘패션 브랜딩 역량강화 교육’으로 매출 80%↑,2025-01-24,https://view.asiae.co.kr/article/2025012407512616687
2025-01,토픽7,상생협력·중소기업 지원,"""최고의 캐릭터는 무엇?"" 중기부, 2025 동행축제 캐릭터 공모전",2025-01-22,https://view.asiae.co.kr/article/2025012120352441656
2025-02,토픽0,정치권 재난·위기 재정대응,"[전문]권성동 ""국정혼란 주범 이재명 세력 분권형 개헌 추진해야""",2025-02-11,https://view.asiae.co.kr/article/2025021111143041970
2025-02,토픽0,정치권 재난·위기 재정대응,"경기도, 만 24세 청년에 청년기본소득 100만원 3월1일부터 접수",2025-02-28,https://view.asiae.co.kr/article/2025022807222251935
2025-02,토픽0,정치권 재난·위기 재정대응,"與, 영세 사업장 방문 ""정부와 소상공인 1인당 100만원 지원 협의 중""",2025-02-24,https://view.asiae.co.kr/article/2025022416524660133
